1624135000,Клиника вашего Стоматолога,"[""https:\/\/p0.zoon.ru\/preview\/DX9uUsstLIKrCk6rhgCUQQ\/160x160x90\/1\/c\/e\/57d7143d40c0882c298b882b_5f2288ef66457.jpg"",""https:\/\/p1.zoon.ru\/preview\/GFss_xKGoBhRU98KkWGkRg\/160x160x90\/1\/b\/9\/57d7143d40c0882c298b882b_5d3596907db22.jpg"",""https:\/\/p2.zoon.ru\/preview\/3Ud0HEvnX5Z5L7qSrPAemw\/160x160x90\/1\/e\/2\/57d7143d40c0882c298b882b_5d35968f8d0e5.jpg"",""https:\/\/p2.zoon.ru\/preview\/WjJFhBjy_zhWDHrTR_wt3w\/160x160x90\/1\/a\/d\/57d7143d40c0882c298b882b_5d35967e0d828.jpg"",""https:\/\/p0.zoon.ru\/preview\/m-xPwo3zV8-kOIwIYx6pwQ\/160x160x90\/1\/0\/c\/57d7143d40c0882c298b882b_5d35967de71cb.jpg""]","Медицинские центры, Стоматология под микроскопом , Стоматологический кабинет, Стоматологическая поликлиника","м. Лухмановская, улица 8 Марта, 32, Люберцы","…С детским врачом сложнее — работает только по воскресеньям
могу посоветовать эту клинику — хорошие терапевты, залечивают зубы под микроскопом…",2021-19-06 23:35:55
1624135002,М-Азур,"[""https:\/\/p0.zoon.ru\/preview\/7XVrfnQ-kHASJjmEQo9Gkg\/160x160x90\/1\/7\/6\/5ffe2ec84700b81c5d53fab1_60226f5d547f1.jpg"",""https:\/\/p0.zoon.ru\/preview\/eR06YRoo-Mx68iUte97W7w\/160x160x90\/1\/b\/d\/5ffe2ec84700b81c5d53fab1_60226f5e7b001.jpg"",""https:\/\/p0.zoon.ru\/preview\/cYaz9UqQa-1x7QPEa0OG8Q\/160x160x90\/1\/1\/f\/5ffe2ec84700b81c5d53fab1_60226f72905f1.jpg"",""https:\/\/p2.zoon.ru\/preview\/jIq_wMTMFewEQdn5RlMNCQ\/160x160x90\/1\/3\/2\/5ffe2ec84700b81c5d53fab1_60226fb694300.jpg"",""https:\/\/p1.zoon.ru\/preview\/fhlXIrTXe7xIkm3z9huM6Q\/160x160x90\/1\/7\/b\/5ffe2ec84700b81c5d53fab1_60226fac5fef8.jpg""]","","м. Ломоносовский проспект, Мичуринский проспект, 7, 1 этаж, Москва","…Пришла в Клинику косметологии Доктора Мазур и поняла, что я попала к очень хорошему специалисту, обаятельному врачу Минаре Мазур…",2021-19-06 23:35:56
1624135004,Медицинский центр Футура,"[""https:\/\/p1.zoon.ru\/preview\/rs4XlXy3abgwiReMdwOIAw\/160x160x90\/1\/a\/8\/540f36b640c088c5138bb8f9_5d63cb3004a53.jpg"",""https:\/\/p2.zoon.ru\/preview\/c8UgYW5daF9vLsqri7ajsA\/160x160x90\/1\/a\/c\/540f36b640c088c5138bb8f9_5d63ce44c5713.jpg"",""https:\/\/p2.zoon.ru\/preview\/2EoxTPvNlzFcazKZW9xYqQ\/160x160x90\/1\/9\/6\/540f36b640c088c5138bb8f9_5d63cb101576f.jpg"",""https:\/\/p0.zoon.ru\/preview\/6ffzKoK_me1hN1M8fBmNTA\/160x160x90\/1\/d\/c\/540f36b640c088c5138bb8f9_5d63cb1ac5df1.jpg"",""https:\/\/p2.zoon.ru\/preview\/I7zaXp5W0I5Y_KOTYARCSw\/160x160x90\/1\/0\/6\/540f36b640c088c5138bb8f9_5d63cb0bc7e19.jpg""]","Медицинские центры, Капельница на дому , Многопрофильная клиника, Обследование на ЗППП","Москва, микрорайон В, улица Полковника Милиции Курочкина, 19, 204 офис; 2 этаж, Троицк",Замечательный врач!..,2021-19-06 23:35:57
1624135006,М-Вита,"[""https:\/\/p2.zoon.ru\/preview\/WYCtNsmtz3WjxsYlrDET_g\/160x160x90\/1\/4\/2\/565bbfd54892d763278b456a_56afd060d4a8b.jpg"",""https:\/\/p2.zoon.ru\/preview\/3ym-wNiPzlhUvgQmsOs9YA\/160x160x90\/1\/d\/4\/565bbfd54892d763278b456a_5ed62b557c778.jpg"",""https:\/\/p0.zoon.ru\/preview\/Y7rN4sgsBmwL_bHx-p41SQ\/160x160x90\/1\/e\/f\/565bbfd54892d763278b456a_5ed62b61528ec.jpg"",""https:\/\/p2.zoon.ru\/preview\/lads00jCwPLQDNG62-kbTA\/160x160x90\/1\/3\/8\/565bbfd54892d763278b456a_5ed62b592e49a.jpg"",""https:\/\/p0.zoon.ru\/preview\/LITP6riL9tXJd_8l8W-Tog\/160x160x90\/1\/3\/b\/565bbfd54892d763278b456a_5ed62b54d874d.jpg""]","Медицинские центры, Центр семейной медицины , Многопрофильная клиника, Обследование на ЗППП","м. Ховрино, Зеленоградская улица, 39к1, Москва","…Не просто пришел и сдал анализы, а идет общение с врачом…",2021-19-06 23:35:58
1624135008,Real Trans Hair,"[""https:\/\/p1.zoon.ru\/preview\/M_LpWY4QdfqOXmK5sR7KBA\/160x160x90\/1\/4\/8\/6040df12b1cb2c482d1c0dde_6057e39a2704a.jpg"",""https:\/\/p1.zoon.ru\/preview\/UdwsHywwxEAjXqHWhWAlJg\/160x160x90\/1\/f\/6\/6040df12b1cb2c482d1c0dde_6057e35a8b360.jpg"",""https:\/\/p1.zoon.ru\/preview\/PaY9qeb-vCo_uOWRPRD_VQ\/160x160x90\/1\/6\/b\/6040df12b1cb2c482d1c0dde_6057e3de1511c.jpg"",""https:\/\/p1.zoon.ru\/preview\/0-u0as8a6tFyMJCYk4J_6A\/160x160x90\/1\/e\/d\/6040df12b1cb2c482d1c0dde_6057e37396780.jpg"",""https:\/\/p1.zoon.ru\/preview\/WiLef8cpiWNlytz9Yvrvyg\/160x160x90\/1\/a\/f\/6040df12b1cb2c482d1c0dde_6057e38ee5ff0.jpg""]","Медицинские центры, Многопрофильная клиника , Обследование на ЗППП, Программы комплексного обследования","м. Тульская, 3-я Рощинская улица, 6, Москва",Очень хороший врач. Профессиональный специалист.,2021-19-06 23:35:59
1624135010,ОН КЛИНИК,"[""https:\/\/p0.zoon.ru\/preview\/oAKlxD5Nqlcw8lCbw3Cpbg\/160x160x90\/1\/e\/5\/4fa308f63c72dd7d2f00002d_607641c4912be.jpg"",""https:\/\/p1.zoon.ru\/preview\/2HNimFPMH_3FGP6RPIalUA\/160x160x90\/1\/3\/d\/4fa308f63c72dd7d2f00002d_607641c52a231.jpg"",""https:\/\/p0.zoon.ru\/preview\/tuH7Qi_mLRTe0FwwUJkh2Q\/160x160x90\/1\/1\/c\/4fa308f63c72dd7d2f00002d_607641c4d119d.jpg"",""https:\/\/p2.zoon.ru\/preview\/0ogEvCdZhzgw6bvifSUgpA\/160x160x90\/1\/a\/3\/4fa308f63c72dd7d2f00002d_5a45f8588c0ff.jpg"",""https:\/\/p1.zoon.ru\/preview\/CTcFmIsazIFyGPtRRiw0BQ\/160x160x90\/1\/f\/d\/4fa308f63c72dd7d2f00002d_5a45f85822432.jpg""]","Медицинские центры, Стоматология под микроскопом , Центр семейной медицины, Многопрофильная клиника","м. Цветной бульвар, Цветной бульвар, 30к2, Москва",Прекрасный врач…,2021-19-06 23:36:00
1624135012,Центр стоматологии Стомос,"[""https:\/\/p0.zoon.ru\/preview\/qesXohWG9N37BpR4CWCRtg\/160x160x90\/1\/3\/3\/52c080bd40c0886b7c8dc434_5ab272646eb4f.jpg"",""https:\/\/p0.zoon.ru\/preview\/OTP1owmFKoyZOwQhNjZkcw\/160x160x90\/1\/9\/a\/52c080bd40c0886b7c8dc434_5ab272669555b.jpg"",""https:\/\/p1.zoon.ru\/preview\/covOw4eqKNqZ_Rfmn1Gf1A\/160x160x90\/1\/5\/d\/52c080bd40c0886b7c8dc434_5ab272706162d.jpg"",""https:\/\/p2.zoon.ru\/preview\/qgZNsAixoI0EfWTMVnSO8Q\/160x160x90\/1\/4\/e\/52c080bd40c0886b7c8dc434_5ab2726163cb6.jpg"",""https:\/\/p2.zoon.ru\/preview\/tguaRbHMJlrSOk94lgQ8xA\/160x160x90\/1\/4\/0\/52c080bd40c0886b7c8dc434_5a6ae88f4fc22.jpg""]","Медицинские центры, Базальная имплантация , Стоматологический кабинет, Эндодонтия","м. Площадь Гагарина, улица Косыгина, 5, Москва","Приезжала на консультацию к Денису Владимировичу Дорохину, давно знаю этого доктора, еще со времен, когда делала импланты, прекрасный врач…",2021-19-06 23:36:01
1624135014,Ваш Доктор,"[""https:\/\/p1.zoon.ru\/preview\/_PexOdSX5b7hPbB0CWGDkA\/160x160x90\/1\/b\/c\/595f27c230d0b4437869f174_608b9e5180cb4.jpg"",""https:\/\/p2.zoon.ru\/preview\/dgvsjonaj-jmZFFdozswGw\/160x160x90\/1\/3\/0\/595f27c230d0b4437869f174_608b9e36e6540.jpg"",""https:\/\/p2.zoon.ru\/preview\/aIQAXiIzhc23mlywG9nOAA\/160x160x90\/1\/9\/e\/595f27c230d0b4437869f174_608b9e4b0aa72.jpg"",""https:\/\/p0.zoon.ru\/preview\/MK2qfIBXJtAYmhUTwNhJBg\/160x160x90\/1\/8\/d\/595f27c230d0b4437869f174_608b9e55cd6c4.jpg"",""https:\/\/p2.zoon.ru\/preview\/bCmAjS2iBN-VhxKZrz4njQ\/160x160x90\/1\/8\/0\/595f27c230d0b4437869f174_608b9e59b4f98.jpg""]","Медицинские центры, Стоматологический кабинет , Многопрофильная клиника, Обследование на ЗППП","м. Жулебино, Октябрьский проспект, 18к3, Люберцы","…Дополнительно записала на прием и мужа
По клинике: прием был по времени, ждать не пришлось, персонал вежливый и приветливый, оборудование(офтальмологическое) современное и обширное со своими мини зонами для диагностики…",2021-19-06 23:36:02
1624135015,Балестом,"[""https:\/\/p2.zoon.ru\/preview\/FXxrL85hdL8NZurW00AB0w\/160x160x90\/1\/0\/f\/4fa2a77a3c72dd4a2b000051_5e902260bbfac.jpg"",""https:\/\/p1.zoon.ru\/preview\/BoRfw5WSFm137X-lq738QA\/160x160x90\/1\/f\/b\/4fa2a77a3c72dd4a2b000051_5e90229b83b2d.jpg"",""https:\/\/p0.zoon.ru\/preview\/qgQ20iOzGbXYi3Y323C6PA\/160x160x90\/1\/8\/d\/4fa2a77a3c72dd4a2b000051_5e9022db47723.jpg"",""https:\/\/p0.zoon.ru\/preview\/C7ys4PC19pJPnNIbPC4JOg\/160x160x90\/1\/f\/a\/4fa2a77a3c72dd4a2b000051_5e9022d96cee2.jpg"",""https:\/\/p1.zoon.ru\/preview\/-UYQ3-YmxZU7PQrp3BBySA\/160x160x90\/1\/3\/1\/4fa2a77a3c72dd4a2b000051_5e9022bb15457.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Неотложная помощь в стоматологии","м. Орехово, Липецкая улица, 17к1, 1 этаж, Москва",…Врач даёт рекомендации по уходу за полостью рта…,2021-19-06 23:36:02
1624135017,Vitaderm,"[""https:\/\/p1.zoon.ru\/preview\/2gvhZPyQkwBzN-gcUeW_wg\/160x160x90\/3\/c\/e\/5578af8540c08885048b56c0_5c8112195333c.jpg"",""https:\/\/p2.zoon.ru\/preview\/LryyC10HV1aHb3YfhtSCOQ\/160x160x90\/1\/f\/f\/5578af8540c08885048b56c0_5c81122420899.jpg"",""https:\/\/p2.zoon.ru\/preview\/f6rbsHvS8c0YavZg1jiNKA\/160x160x90\/1\/1\/0\/5578af8540c08885048b56c0_5c81122247394.jpg"",""https:\/\/p0.zoon.ru\/preview\/03lC4D4QiPMHQ63-_AriLQ\/160x160x90\/1\/6\/1\/5578af8540c08885048b56c0_5c81122a50ab4.jpg"",""https:\/\/p1.zoon.ru\/preview\/DLwejwuC_KgkDu--X_tpLw\/160x160x90\/3\/6\/4\/5578af8540c08885048b56c0_5c811216bf186.jpg""]","Медицинские центры, Удаление новообразований , Центр лазерной медицины, Центр красоты и здоровья","м. Братиславская, Братиславская, 8, 1 этаж, Москва","На процедуру уколов ботокса к Елене Сергеевне, я хожу уже не в первый раз, врач с огромным опытом…",2021-19-06 23:36:03
1624135019,Династия,"[""https:\/\/p1.zoon.ru\/preview\/LqBM8nzZTUR6xgrG4KmUPw\/160x160x90\/1\/7\/e\/57d70fc240c0882c298b7589_5de74c681948e.jpg"",""https:\/\/p1.zoon.ru\/preview\/I-aZ3lTQ8F_BL_fz_SW3VQ\/160x160x90\/1\/8\/4\/57d70fc240c0882c298b7589_5d0cbc4c4837e.jpg"",""https:\/\/p0.zoon.ru\/preview\/UlyJWLE6_0Km8dB6PgdPmg\/160x160x90\/1\/a\/d\/57d70fc240c0882c298b7589_5d0cbc4186ee4.jpg"",""https:\/\/p2.zoon.ru\/preview\/2BNJpev-T1kIW7SiR9ssJg\/160x160x90\/1\/c\/3\/57d70fc240c0882c298b7589_5d0cbc480900b.jpg"",""https:\/\/p2.zoon.ru\/preview\/UJc_-0-iImqDEGf1fO85TA\/160x160x90\/1\/b\/c\/57d70fc240c0882c298b7589_5d0cbc4b002a6.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Люминиры","Первомайская улица, 17, 1 этаж, Долгопрудный","…Стоматология была ближе всего к моему дому, поэтому и пришел сюда…",2021-19-06 23:36:04
1624135021,Стоматология на Серпуховской,"[""https:\/\/p2.zoon.ru\/preview\/BKSkSflSgpBMrmRfjEfjkg\/160x160x90\/1\/d\/3\/5317f1e640c08890438b459c_5b8f978221572.jpg"",""https:\/\/p0.zoon.ru\/preview\/UoUl-IU-l9Jo9d-YnV5O1A\/160x160x90\/1\/b\/4\/5317f1e640c08890438b459c_5b8f97b598f4f.jpg"",""https:\/\/p0.zoon.ru\/preview\/9PED9nOjwDiMRsqwgTY9QQ\/160x160x90\/1\/e\/c\/5317f1e640c08890438b459c_5b8f979ec07b1.jpg"",""https:\/\/p0.zoon.ru\/preview\/5IRv5ix5P_f0LRvl3exGiw\/160x160x90\/1\/5\/1\/5317f1e640c08890438b459c_5b8f9798b50d8.jpg"",""https:\/\/p0.zoon.ru\/preview\/yS87028MrmYC7LGnXNTzJw\/160x160x90\/1\/c\/b\/5317f1e640c08890438b459c_5b8f97b115d9f.jpg""]","Медицинские центры, Стоматологический кабинет , Эндодонтия, Ортодонтия","м. Серпуховская, Стремянный переулок, 38, Москва","…Стоматологическое кресло, по моему мнению, было удобное и новое, вообще, в клинике приятно находиться, уютно и чисто…",2021-19-06 23:36:05
1624135023,Дантистофф,"[""https:\/\/p0.zoon.ru\/preview\/DhA26LlwPnDfiodJw2UXsA\/160x160x90\/1\/e\/a\/52c082de40c0886b7c8de71c_59ad587ff1ff1.jpg"",""https:\/\/p0.zoon.ru\/preview\/ee8nLRKek695hsMpLXzHLA\/160x160x90\/1\/5\/4\/52c082de40c0886b7c8de71c_59ad587159e3c.jpg"",""https:\/\/p1.zoon.ru\/preview\/ZxgMRsHsyiNG779EihNVGA\/160x160x90\/1\/1\/7\/52c082de40c0886b7c8de71c_59ad588ec930f.jpg"",""https:\/\/p0.zoon.ru\/preview\/kmeo_Q_j0FOogHOW5oC3Xw\/160x160x90\/1\/d\/b\/52c082de40c0886b7c8de71c_59ad588dde407.jpg"",""https:\/\/p1.zoon.ru\/preview\/vLZxyLIBTa0cHN4xejouUg\/160x160x90\/1\/d\/8\/52c082de40c0886b7c8de71c_59ad588d5017f.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Люминиры","м. Беговая, Хорошёвское шоссе, 48, Москва","…Лечит нас с женой и дочку ей доверили, она со всеми быстро находит контакт, как врач вызывает только уважение…",2021-19-06 23:36:06
1624135025,Верастом,"[""https:\/\/p0.zoon.ru\/preview\/Im3jWPaWOwWA8wZQWnjeaA\/160x160x90\/1\/2\/6\/4fa465523c72dda243000010_5e1622a77d4ea.jpg"",""https:\/\/p1.zoon.ru\/preview\/B2YkaEJrNVPdUwQYliyqdQ\/160x160x90\/1\/e\/a\/4fa465523c72dda243000010_5e1622b5e392f.jpg"",""https:\/\/p2.zoon.ru\/preview\/cLr4gRh627Lslj7EuMSrcQ\/160x160x90\/1\/3\/e\/4fa465523c72dda243000010_5e1622cbdeb87.jpg"",""https:\/\/p1.zoon.ru\/preview\/yaMPC_3iD7o4JssHVtDmyQ\/160x160x90\/1\/6\/5\/4fa465523c72dda243000010_5e1622880e3e0.jpg"",""https:\/\/p1.zoon.ru\/preview\/SxkwwDJmBlgrwLVU3hwsGg\/160x160x90\/3\/8\/4\/4fa465523c72dda243000010_5e162254870e1.jpg""]","Медицинские центры, Стоматология под микроскопом , Эндодонтия, Ортодонтия","м. Тропарёво, улица Островитянова, 9, 1 этаж, Москва",…Выбирала клинику по положительным отзывам в интернете…,2021-19-06 23:36:07
1624135027,Клиника доктора Мансурского,"[""https:\/\/p1.zoon.ru\/preview\/BUgHLWpmx5uyc6iw5ms3RQ\/160x160x90\/1\/c\/1\/58e16b7d40c08884708b851c_5ffd4020028d7.jpg"",""https:\/\/p1.zoon.ru\/preview\/rZlDnvh7Ewv3-eLs5LfmIg\/160x160x90\/1\/6\/9\/58e16b7d40c08884708b851c_609127f54fc48.jpg"",""https:\/\/p2.zoon.ru\/preview\/zvaGc0YjKi-wYi46_NNauA\/160x160x90\/1\/0\/5\/58e16b7d40c08884708b851c_5ffd402e18d08.jpg"",""https:\/\/p1.zoon.ru\/preview\/TVy362Ih3PnhX7aMP6c-Ew\/160x160x90\/1\/c\/6\/58e16b7d40c08884708b851c_5ffd40211ac7b.jpg"",""https:\/\/p1.zoon.ru\/preview\/K6xxN9-g46NKSywSSjjnGw\/160x160x90\/1\/c\/2\/58e16b7d40c08884708b851c_5ffd3fe72a83a.jpg""]","Медицинские центры, Стоматология под микроскопом , Базальная имплантация, Эндодонтия","м. Проспект Мира, улица Гиляровского, 76с2, Проспекта Мира, между домами 73 и 75 (металлические ворота, есть домофон) двухэтажное коричневое здание, 2 этаж., Москва","…Работу выполнял отличный стоматолог, Марлен Александрович Мансурский, всем рекомендую делать винирование у него!..",2021-19-06 23:36:08
1624135029,Градиент,"[""https:\/\/p0.zoon.ru\/preview\/ry1Mt_HlxeezkSkK44xeSA\/160x160x90\/1\/1\/e\/587b770a40c0886e7195557c_5a31132db5521.jpg"",""https:\/\/p2.zoon.ru\/preview\/RBcFh52VRWHH3zc_8kNzAA\/160x160x90\/1\/5\/0\/587b770a40c0886e7195557c_5a311334975f0.jpg"",""https:\/\/p2.zoon.ru\/preview\/YmnWhqfHLrJcq17cn0NQ4Q\/160x160x90\/1\/7\/a\/587b770a40c0886e7195557c_5a31134da832a.jpg"",""https:\/\/p2.zoon.ru\/preview\/MOSZwd8GyvXu2q1PO8xydw\/160x160x90\/1\/3\/9\/587b770a40c0886e7195557c_5a31134c7cd91.jpg"",""https:\/\/p1.zoon.ru\/preview\/3ouU4WBw438eldT4oI5QcA\/160x160x90\/1\/7\/1\/587b770a40c0886e7195557c_5a31134ad49e1.jpg""]","Медицинские центры, Лечение варикоза лазером , Обследование на ЗППП, Удаление новообразований","м. Чистые пруды, Чистопрудный б-р, д. 11, стр. 1, 2 этаж, Москва",…Более чуткого врача я не встречала…,2021-19-06 23:36:09
1624135031,Клиника эстетической медицины Seline,"[""https:\/\/p1.zoon.ru\/preview\/ndSaQfodjDMIHMDLzs424A\/160x160x90\/1\/1\/c\/57c9128bbb06d079408b457f_60252833d2c1e.jpg"",""https:\/\/p0.zoon.ru\/preview\/UW7nS3JvZA1YPbtpUX7www\/160x160x90\/1\/9\/d\/57c9128bbb06d079408b457f_60252834d170b.jpg"",""https:\/\/p0.zoon.ru\/preview\/GbB63P6Dv8QpyPUxdIp0sg\/160x160x90\/1\/2\/f\/57c9128bbb06d079408b457f_602528358708e.jpg"",""https:\/\/p1.zoon.ru\/preview\/OQZQnycbj7onc_hM6D_EeQ\/160x160x90\/1\/6\/e\/57c9128bbb06d079408b457f_602528356b523.jpg"",""https:\/\/p1.zoon.ru\/preview\/27_OGQFyo4pSIplSnSldtA\/160x160x90\/1\/4\/1\/57c9128bbb06d079408b457f_602528367d562.jpg""]","Медицинские центры, Лечение варикоза лазером , Стоматология под микроскопом, Капельница на дому","м. Белорусская, Большой Кондратьевский переулок, 7, Москва","…Мне всегда не нравилась моя грудь, она была большая и свисала, корректировала это бюстгальтером, но при парне всегда стеснялась Подруги советовали вашу клинику…",2021-19-06 23:36:10
1624135033,Clean View Clinic,"[""https:\/\/p1.zoon.ru\/preview\/xaQUEPweIg1D8RP8C3sFHQ\/160x160x90\/1\/9\/5\/5bc6079eb48af225f9794cc8_5e7431836cb25.jpg"",""https:\/\/p0.zoon.ru\/preview\/g8hvQHzSmoaYuEetzYGaJA\/160x160x90\/1\/8\/7\/5bc6079eb48af225f9794cc8_5e74318517f61.jpg"",""https:\/\/p2.zoon.ru\/preview\/Hbm3_df6gSfNrPAlKjQIJA\/160x160x90\/1\/2\/b\/5bc6079eb48af225f9794cc8_5e74318291ce3.jpg"",""https:\/\/p2.zoon.ru\/preview\/MFte0ErOWEiSHPILU-To-Q\/160x160x90\/1\/8\/0\/5bc6079eb48af225f9794cc8_5e743180b91b8.jpg"",""https:\/\/p0.zoon.ru\/preview\/mujWHYfC5DK_YAfbp6KqmA\/160x160x90\/1\/c\/8\/5bc6079eb48af225f9794cc8_5e743181488fd.jpg""]","Медицинские центры, Диагностика зрения , Детская офтальмология, Микрохирургия глаза","м. Молодёжная, Молодогвардейская улица, 15, Москва","…Знакомая врач посоветовала обратиться в клинику Clean View Clinic и лично к доктору наук, профессору Гусеву Юрию Александровичу…",2021-19-06 23:36:11
1624135034,Армида,"[""https:\/\/p1.zoon.ru\/preview\/ekrVr53ciUlLwobNFHf1sw\/160x160x90\/1\/3\/2\/56f5002a1a1aa4c6458b456f_5840257622eaa.jpg"",""https:\/\/p1.zoon.ru\/preview\/7PG7JFmeSEqlwgaFUy9DPg\/160x160x90\/1\/7\/f\/56f5002a1a1aa4c6458b456f_5840255ad29b6.jpg"",""https:\/\/p0.zoon.ru\/preview\/DhPDeI_A5PXhD2JWeLd-rA\/160x160x90\/1\/c\/5\/56f5002a1a1aa4c6458b456f_58402548e1f82.jpg"",""https:\/\/p2.zoon.ru\/preview\/4MTj-m6Nh4npfdw_gol9mg\/160x160x90\/1\/6\/d\/56f5002a1a1aa4c6458b456f_5840254d58673.jpg"",""https:\/\/p2.zoon.ru\/preview\/KMtZsEB9PYyRY3gQZKyrAA\/160x160x90\/1\/d\/9\/56f5002a1a1aa4c6458b456f_5840257121e59.jpg""]","Медицинские центры, Специализированная клиника , Многопрофильная клиника, Удаление новообразований","м. Цветной бульвар, Малый Каретный переулок, 9с1, Москва",В центре я делала удаление тату…,2021-19-06 23:36:11
1624135036,Клинический Институт Регенеративной Медицины,"[""https:\/\/p1.zoon.ru\/preview\/wlX2W7-Gjq2yRVZusMzxIQ\/160x160x90\/1\/5\/8\/57a15c95ed0bf5fe138b4577_5a1eb6232a577.jpg"",""https:\/\/p2.zoon.ru\/preview\/122LvXi5UAzjHM6y31FeWQ\/160x160x90\/1\/4\/c\/57a15c95ed0bf5fe138b4577_5a1eb637452e0.jpg"",""https:\/\/p2.zoon.ru\/preview\/TXM4E8IBN_EEn46aYshwxA\/160x160x90\/1\/e\/f\/57a15c95ed0bf5fe138b4577_5a1eb63631229.jpg"",""https:\/\/p0.zoon.ru\/preview\/ukIdY7D0y7ub0N_Rw72Mtg\/160x160x90\/1\/b\/e\/57a15c95ed0bf5fe138b4577_5a1eb63392073.jpg"",""https:\/\/p1.zoon.ru\/preview\/1UxDylCC469SoAer8OP4eg\/160x160x90\/1\/0\/0\/57a15c95ed0bf5fe138b4577_5a1eb61d515b7.jpg""]","Медицинские центры, Капельница на дому , Центр семейной медицины, Многопрофильная клиника","м. Ломоносовский проспект, Мичуринский проспект, 7, Москва","Хочу выразить свою благодарность врачам этой клиники, а в частности Киселеву Олегу Игоревичу мануальному терапевту…",2021-19-06 23:36:12
1624135038,Стоматологическая клиника Во все 32,"[""https:\/\/p1.zoon.ru\/preview\/4OQM0AiBQ5x_NrOETXtWWg\/160x160x90\/1\/8\/5\/5a0b6360a24fd95caa127837_5c5d4bdeab52e.jpg"",""https:\/\/p0.zoon.ru\/preview\/Z1C19UltkzA6g_j_hUXlNA\/160x160x90\/1\/c\/f\/5a0b6360a24fd95caa127837_5c5d4be1aeb84.jpg"",""https:\/\/p0.zoon.ru\/preview\/w-D00p4ZOq8JIDFVOEKHnQ\/160x160x90\/1\/b\/0\/5a0b6360a24fd95caa127837_5c5d4be161ee6.jpg"",""https:\/\/p1.zoon.ru\/preview\/xSQTTsHWV-6RKT5sAxsAvQ\/160x160x90\/1\/f\/8\/5a0b6360a24fd95caa127837_5c5d4be485a48.jpg"",""https:\/\/p2.zoon.ru\/preview\/CDVPuXY53u52mx0ui0cd2A\/160x160x90\/1\/f\/7\/5a0b6360a24fd95caa127837_5c5d4bdf8c5d0.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Люминиры","м. Рассказовка, Москва, улица Авиаконструктора Петлякова, 13к1, 1 этаж, поселение Внуковское",Профессионализм докторов в этой стоматологии понравился больше всего…,2021-19-06 23:36:13
1624135040,ЭльКлиник,"[""https:\/\/p2.zoon.ru\/preview\/dBVM3kHSGyeFjxhO2i1YOQ\/160x160x90\/1\/9\/8\/5ac46d4c3710d605686c5295_5def7f5c45e27.jpg"",""https:\/\/p0.zoon.ru\/preview\/ZZpzISElCrU9KYWHrkSo1Q\/160x160x90\/1\/b\/c\/5ac46d4c3710d605686c5295_5def7f48d7a67.jpg"",""https:\/\/p0.zoon.ru\/preview\/tMs9jiHn89wKAykYDONxBA\/160x160x90\/1\/a\/1\/5ac46d4c3710d605686c5295_5def7f48df19e.jpg"",""https:\/\/p1.zoon.ru\/preview\/KOQkeJrt703Rv-VU6X76jQ\/160x160x90\/3\/e\/d\/5ac46d4c3710d605686c5295_5def7f5b03265.jpg"",""https:\/\/p1.zoon.ru\/preview\/tofleaL-OYUHpDnOmAmkgw\/160x160x90\/1\/3\/8\/5ac46d4c3710d605686c5295_5def7f667790f.jpg""]","Медицинские центры, Капельница на дому , Справка в лагерь, ЭКГ на дому","Ленинский район, Завидная улица, 14, Видное","Быстро и качественно обслуживают в этом центре, я доволен.",2021-19-06 23:36:14
1624135042,Апельсин,"[""https:\/\/p1.zoon.ru\/preview\/CLA7Ti8gBJOttGf0EX8m7w\/160x160x90\/1\/b\/6\/570f0e3da7731d25298b4573_5be1ada40f280.jpg"",""https:\/\/p0.zoon.ru\/preview\/diml_F_C5fW4HuXdv6dWKg\/160x160x90\/1\/0\/3\/570f0e3da7731d25298b4573_5be1adbbc42b0.jpg"",""https:\/\/p1.zoon.ru\/preview\/ncxXd7n-vmAsbWzHTRSAsw\/160x160x90\/3\/6\/9\/570f0e3da7731d25298b4573_5be1adad54010.jpg"",""https:\/\/p2.zoon.ru\/preview\/FFKN5qZoLgzHk0z1xdlejg\/160x160x90\/1\/c\/2\/570f0e3da7731d25298b4573_5be1adb81402e.jpg"",""https:\/\/p0.zoon.ru\/preview\/S7UyPjcd7OXSqaPDlPCSVw\/160x160x90\/1\/d\/1\/570f0e3da7731d25298b4573_5be1adaeca85d.jpg""]","Медицинские центры, Эндодонтия , Ортодонтия, Неотложная помощь в стоматологии","м. Бабушкинская, Тайнинская улица, 17 корпус 1, Москва","…А теперь уже мы всей семьей посещаем стоматологию «Апельсин», планирую установить имплант и что самое главное, я тоже не боюсь, потому что знаю, что в надёжных руках!!!!!..",2021-19-06 23:36:15
